2/12/2016
3:28 PM
Sampling Frequency:,10Hz 
0.02867,  -0.2
0.02873,  -1.7
0.02876,  -1.3
0.02870,  -1.0
0.02879,  -1.3
0.02839,  -1.2
0.02761,  -0.9
0.02596,   0.0
0.02495,  -0.9
0.02551,  -0.7
0.02527,  -0.5
0.02534,  -0.8
0.02676,  -1.3
0.02790,  -0.5
0.02787,  -1.0
0.02807,  -1.0
0.02812,  -1.6
0.02809,  -0.5
0.02808,  -0.7
0.02810,  -0.0
0.02808,   0.7
0.02809,  -0.9
0.02810,  -0.6
0.02808,  -0.6
0.02808,  -0.0
0.02809,  -0.7
0.02808,  -1.1
0.02808,  -0.3
0.02808,  -0.1
0.02808,  -0.4
0.02809,  -0.7
0.02809,   0.6
0.02807,   0.7
0.02809,   0.6
0.02808,   0.8
0.02807,  -0.4
0.02808,   1.1
0.02808,   1.1
0.02809,   0.9
0.02806,   0.8
0.02807,   1.0
0.02806,  -0.7
0.02809,  -0.4
0.02809,  -0.5
0.02808,  -0.9
0.02809,  -1.5
0.02808,  -0.4
0.02809,   0.9
0.02810,   0.2
0.02807,   0.8
0.02808,   0.8
0.02809,   0.7
0.02808,   1.3
0.02810,   0.8
0.02809,   0.7
0.02808,   1.6
0.02807,   1.2
0.02809,   0.6
0.02808,   0.2
0.02807,  -0.8
0.02808,  -0.1
0.02809,  -0.1
0.02807,  -0.4
0.02809,   0.5
0.02807,  -0.7
0.02808,  -0.6
0.02807,  -0.9
0.02807,  -0.6
0.02808,  -0.1
0.02807,  -0.1
0.02808,  -0.6
0.02808,  -1.4
0.02808,  -1.2
0.02809,  -0.8
0.02807,  -0.5
0.02808,  -0.8
0.02809,  -0.5
0.02809,  -0.8
0.02808,  -0.2
0.02808,  -1.2
0.02808,  -1.4
0.02807,  -0.9
0.02808,   1.4
0.02806,  -1.6
0.02808,  -1.0
0.02808,  -0.4
0.02807,  -0.4
0.02806,  -1.5
0.02807,  -0.9
0.02806,  -1.0
0.02806,  -0.8
0.02808,  -0.6
0.02807,   0.0
0.02809,  -0.9
0.02807,  -0.3
0.02808,  -1.1
0.02808,  -1.0
0.02809,  -0.2
0.02807,  -0.4
0.02807,  -0.0
0.02807,  -1.0
0.02807,  -0.6
0.02808,  -1.1
0.02808,  -0.3
0.02808,  -0.7
0.02808,  -0.8
0.02809,  -0.7
0.02808,  -0.6
0.02808,  -1.0
0.02808,   0.3
0.02808,  -0.2
0.02809,   0.9
0.02810,  -1.3
0.02809,  -1.0
0.02809,   0.4
0.02808,  -1.2
0.02808,  -1.1
0.02809,  -1.2
0.02810,  -1.0
0.02809,  -1.1
0.02809,  -1.2
0.02810,  -0.7
0.02810,   0.1
0.02808,  -0.7
0.02808,  -0.9
0.02810,   0.3
0.02808,  -0.6
0.02808,  -1.1
0.02809,  -0.3
0.02807,  -0.4
0.02811,  -0.8
0.02809,  -0.2
0.02809,   0.3
0.02809,  -0.5
0.02809,  -1.4
0.02810,  -0.2
0.02809,   0.6
0.02809,  -0.1
0.02809,  -0.1
0.02808,  -0.9
0.02808,   0.5
0.02809,  -0.0
0.02809,  -0.1
0.02808,   0.1
0.02810,  -0.1
0.02808,   0.2
0.02809,  -0.0
0.02808,  -0.6
0.02808,  -0.5
0.02810,  -0.3
0.02809,  -0.6
0.02809,  -0.5
0.02807,   0.7
0.02809,  -0.3
0.02808,   0.2
0.02809,  -0.7
0.02808,  -0.2
0.02808,   0.0
0.02810,  -0.1
0.02809,  -0.1
0.02809,   0.8
0.02808,  -0.3
0.02808,   0.7
0.02808,   0.9
0.02808,   1.3
0.02809,   0.8
0.02808,  -0.1
0.02809,   0.0
0.02808,   0.6
0.02810,   0.5
0.02810,  -0.8
0.02808,  -0.1
0.02809,   0.1
0.02807,  -1.5
0.02809,   0.3
0.02807,   0.4
0.02807,  -0.4
0.02807,  -0.7
0.02807,   0.4
0.02809,   0.2
0.02807,   0.0
0.02807,  -0.2
0.02808,  -0.2
0.02807,  -0.2
0.02809,  -1.5
0.02808,  -0.8
0.02808,  -0.5
0.02809,  -1.2
0.02809,  -0.9
0.02808,   0.1
0.02808,  -0.6
0.02805,  -0.7
0.02809,  -0.3
0.02809,  -1.6
0.02808,  -0.5
0.02808,  -1.7
0.02808,  -1.2
0.02808,  -0.7
0.02807,  -1.0
0.02809,  -1.6
0.02809,  -0.9
0.02809,  -1.2
0.02810,  -5.6
0.02809,  -1.3
0.02809,   0.3
0.02809,  -0.0
0.02809,  -0.4
0.02810,  -0.9
0.02808,  -0.6
0.02810,  -1.3
0.02811,  -1.4
0.02809,  -0.8
0.02810,  -0.6
0.02810,  -0.1
0.02808,  -1.2
0.02808,  -0.3
0.02809,  -1.2
0.02808,   0.0
0.02809,  -0.3
0.02809,   0.1
0.02810,  -0.2
0.02810,  -0.6
0.02810,  -0.7
0.02810,  -0.3
0.02809,  -0.2
0.02809,   0.7
0.02811,  -1.8
0.02809,  -0.3
0.02809,   0.2
0.02811,  -0.6
0.02808,  -1.6
0.02809,   0.1
0.02809,   0.7
0.02809,  -0.1
0.02808,  -0.4
0.02809,   0.4
0.02811,  -0.8
0.02810,  -0.8
0.02808,  -0.5
0.02808,  -0.2
0.02810,   0.2
0.02810,  -0.3
0.02809,   1.0
0.02810,   0.6
0.02809,   0.2
0.02810,   0.6
0.02809,   1.4
0.02809,   0.6
0.02808,   1.0
0.02808,   1.8
0.02807,   1.2
0.02810,   1.8
0.02810,   1.9
0.02809,   3.0
0.02809,   2.5
0.02809,   3.0
0.02809,   3.2
0.02809,   3.2
0.02810,   3.7
0.02809,   3.2
0.02807,   3.5
0.02809,   3.1
0.02809,   2.0
0.02808,   2.1
0.02808,   3.5
0.02810,   2.6
0.02809,   2.3
0.02809,   2.2
0.02807,   1.5
0.02809,   2.4
0.02809,   1.4
0.02808,   1.8
0.02808,   0.2
0.02807,   0.2
0.02807,   0.3
0.02810,   1.1
0.02808,   1.3
0.02810,   1.1
0.02808,   1.0
0.02810,   1.5
0.02808,   1.5
0.02809,   0.6
0.02808,   1.9
0.02806,   1.3
0.02807,   1.3
0.02808,   0.5
0.02809,   1.6
0.02808,   1.3
0.02810,   1.1
0.02809,   1.7
0.02808,   0.7
0.02809,   1.2
0.02808,   0.6
0.02808,  -0.1
0.02809,  -0.7
0.02809,  -0.5
0.02810,   0.8
0.02809,   0.1
0.02809,   4.2
0.02808,   5.8
0.02808,   1.3
0.02809,   0.4
0.02811,   0.7
0.02809,   1.6
0.02808,   1.9
0.02809,   1.8
0.02808,   0.9
0.02808,   1.2
0.02809,   0.9
0.02810,   1.5
0.02808,   1.4
0.02808,   1.2
0.02811,   0.3
0.02810,   1.5
0.02810,   0.9
0.02809,   1.2
0.02809,   1.3
0.02809,   1.5
0.02808,   1.6
0.02809,   1.8
0.02809,   1.9
0.02806,   0.9
0.02809,   0.8
0.02808,   1.5
0.02808,  -1.3
0.02808,  -4.5
0.02809,  -5.0
0.02809,  -6.1
0.02808,  -5.6
0.02808,  -5.9
0.02809,  -6.2
0.02809,  -4.0
0.02808,  -3.2
0.02810,  -2.2
0.02809,  -4.0
0.02809,  -4.0
0.02808,  -4.6
0.02810,  -5.8
0.02809,  -6.3
0.02808,  -7.3
0.02809,  -5.7
0.02809,  -9.9
0.02810, -10.1
0.02810,  -7.5
0.02810,  -7.6
0.02811,  -7.1
0.02809,  -6.2
0.02809,  -4.5
0.02810,  -2.3
0.02809,  -6.8
0.02808,  -5.1
0.02808,  -4.7
0.02809,   6.1
0.02809,   1.9
0.02808,  -0.7
0.02809,  -0.8
0.02809,  -0.2
0.02809,  -0.7
0.02809,   0.1
0.02808,  -0.2
0.02809,   0.2
0.02808,  -0.3
0.02808,  -0.9
0.02810,  -0.1
0.02809,  -0.1
0.02809,   0.3
0.02809,  -0.5
0.02808,   0.6
0.02809,   0.7
0.02809,   1.0
0.02809,   2.0
0.02808,   0.8
0.02810,   1.0
0.02809,  -0.5
0.02811,   0.9
0.02809,   1.2
0.02809,  -0.1
0.02810,   0.7
0.02811,   0.1
0.02809,  -0.1
0.02808,   0.6
0.02808,  -0.7
0.02808,  -0.8
0.02809,  -0.3
0.02807,  -0.5
0.02807,  -1.2
0.02809,   0.4
0.02810,   0.7
0.02808,   0.9
0.02809,  -0.1
0.02810,   0.6
0.02808,  -0.2
0.02804,  -1.1
0.02764,   0.1
0.02572,   0.1
0.02343,  -0.7
0.02144,  -0.3
0.02031,   0.0
0.01946,   0.2
0.01868,  -1.1
0.01810,   0.0
0.01768,  -0.3
0.01705,  -0.5
0.01682,   0.9
0.01637,  -1.2
0.01652,  -0.0
0.01702,  -0.7
0.01732,  -0.5
0.01726,  -1.4
0.01705,  -0.8
0.01681,  -0.2
0.01695,   0.7
0.01739,  -0.4
0.01788,  -0.9
0.01834,  -0.2
0.01883,  -0.5
0.01935,  -0.8
0.01980,  -0.4
0.02122,  -1.3
0.02340,   0.0
0.02553,  -0.1
0.02772,   0.2
0.02928,   0.1
0.02985,  -0.6
0.02987,   0.0
0.03021,  -0.0
0.03041,  -0.6
0.03042,  -1.5
0.03055,  -0.7
0.03043,  -0.1
0.03070,  -0.9
0.03034,  -1.1
0.02940,  -1.1
0.02957,  -1.3
0.02958,  -0.9
0.02971,   0.4
0.02983,   0.0
0.02917,  -0.8
0.02860,   0.2
0.02810,   0.3
0.02762,  -0.5
0.02652,  -0.3
0.02574,   0.2
0.02538,   0.4
0.02523,  -0.8
0.02551,  -1.6
0.02602,  -0.8
0.02596,  -0.6
0.02568,  -0.8
0.02561,   0.1
0.02537,  -1.3
0.02501,  -0.1
0.02436,  -0.4
0.02345,  -1.1
0.02240,   0.0
0.02119,  -0.6
0.01943,  -1.3
0.01848,   0.4
0.01793,  -0.4
0.01791,  -0.6
0.01777,  -1.2
0.01768,  -0.7
0.01743,  -1.3
0.01686,  -0.8
0.01754,  -0.9
0.01759,  -0.2
0.01778,  -1.1
0.01823,  -0.8
0.01886,  -1.0
0.01950,  -1.1
0.01964,  -0.5
0.02001,  -0.6
0.02184,  -0.8
0.02451,  -1.7
0.02601,  -0.9
0.02640,  -0.0
0.02639,  -0.3
0.02575,  -2.1
0.02560,  -0.8
0.02639,  -2.0
0.02767,  -0.8
0.02779,  -1.7
0.02823,  -0.9
0.02916,  -1.0
0.02756,  -1.5
0.02597,  -0.5
0.02494,   0.4
0.02344,  -0.9
0.02229,  -0.5
0.02173,  -0.8
0.02193,  -0.1
0.02386,  -0.8
0.02530,  -0.8
0.02483,  -0.8
0.02394,  -1.6
0.02241,  -2.0
0.01925,  -1.3
0.01614,  -1.1
0.01485,  -1.0
0.01420,  -0.4
0.01415,  -0.9
0.01396,  -1.6
0.01418,  -0.2
0.01447,  -1.1
0.01468,   0.1
0.01486,  -0.4
0.01549,  -0.8
0.01546,  -0.6
0.01555,  -0.5
0.01553,  -0.7
0.01544,  -0.3
0.01603,  -0.3
0.01748,  -1.1
0.01917,  -0.7
0.02027,  -1.0
0.02043,  -0.8
0.02052,  -1.1
0.02029,  -0.5
0.02086,  -1.3
0.02137,  -0.3
0.02163,  -0.3
0.02167,  -0.1
0.02171,   0.0
0.02135,  -0.5
0.02091,  -0.5
0.02115,  -0.1
0.02143,   0.3
0.02164,  -0.5
0.02179,  -0.3
0.02181,   0.1
0.02208,   0.9
0.02162,  -0.9
0.02174,  -0.1
0.02180,   0.7
0.02162,   0.3
0.02125,  -0.7
0.02127,   0.5
0.02142,  -0.3
0.02115,  -0.5
0.02085,  -0.6
0.02050,  -0.2
0.02076,  -0.3
0.02069,  -0.7
0.01983,  -0.2
0.01990,   1.3
0.02041,  -2.9
0.01996,  -0.2
0.01969,  -0.2
0.01998,  -0.2
0.01978,  -0.0
0.01943,  -0.2
0.01894,   0.0
0.01870,   1.0
0.01853,  -0.2
0.01875,   0.4
0.01905,  -0.6
0.01893,   0.2
0.01866,   0.2
0.01875,   0.5
0.01856,  -1.0
0.01913,   0.3
0.01923,   0.1
0.01919,   0.3
0.01940,   0.1
0.01956,   0.5
0.01929,   0.3
0.01944,   1.2
0.01980,   0.3
0.02155,  -0.8
0.02209,  -0.1
0.02321,  -0.8
0.02390,  -0.5
0.02559,  -0.1
0.02711,   0.7
0.02718,  -0.6
0.02727,   1.3
0.02678,   0.5
0.02648,  -0.2
0.02652,   0.3
0.02688,  -0.4
0.02694,   0.2
0.02610,   0.3
0.02554,  -0.8
0.02302,  -0.0
0.01912,  -0.7
0.01829,  -0.5
0.01755,   0.9
0.01757,   0.3
0.01909,  -0.7
0.01933,  -0.2
0.01861,   0.1
0.01811,   0.6
0.01808,   0.2
0.01801,  -0.8
0.01808,   0.6
0.01875,  -0.8
0.01907,  -1.3
0.01928,  -1.1
0.01986,  -0.2
0.02019,  -0.4
0.02010,  -0.8
0.02042,   0.1
0.02131,  -0.7
0.02346,  -1.2
0.02470,  -0.3
0.02506,  -0.8
0.02523,  -1.9
0.02556,  -2.8
0.02524,  -2.1
0.02503,  -0.7
0.02464,  -2.1
0.02456,  -0.5
0.02500,  -1.4
0.02530,  -1.4
0.02565,   0.2
0.02633,  -0.4
0.02589,  -0.4
0.02542,   0.2
0.02517,  -0.1
0.02508,   0.0
0.02583,  -0.7
0.02680,  -0.1
0.02691,  -1.5
0.02718,  -1.3
0.02692,  -1.5
0.02707,  -1.7
0.02644,   0.5
0.02601,  -0.7
0.02564,  -0.1
0.02526,   0.4
0.02493,  -0.3
0.02505,  -0.7
0.02519,  -1.0
0.02523,  -0.6
0.02525,  -0.7
0.02524,  -0.8
0.02526,  -1.0
0.02524,   0.4
0.02523,  -1.2
0.02524,  -0.5
0.02524,   0.0
0.02524,   0.2
0.02524,  -1.1
0.02523,  -0.6
0.02525,   0.3
0.02531,  -1.6
0.02531,   0.1
0.02518,  -0.4
0.02507,  -0.2
0.02507,  -0.5
0.02529,  -0.5
0.02568,  -0.1
0.02587,  -0.2
0.02654,  -0.2
0.02685,   0.7
0.02697,   0.3
0.02705,   0.2
0.02420,  -0.5
0.02387,   0.3
0.02377,   0.3
0.02433,  -0.3
0.02423,  -1.0
0.02426,  -0.9
0.02427,   0.3
0.02429,  -0.5
0.02429,   0.1
0.02428,   0.5
0.02427,   0.3
0.02428,  -1.2
0.02427,  -0.6
0.02427,  -1.4
0.02426,  -0.7
0.02426,  -0.9
0.02427,  -0.8
0.02426,  -0.4
0.02428,  -0.5
0.02426,  -0.5
0.02427,  -0.9
0.02426,  -1.3
0.02426,  -0.5
0.02427,  -1.7
0.02427,  -1.4
0.02426,  -1.3
0.02427,  -0.6
0.02427,  -1.2
0.02427,  -0.1
0.02426,  -0.3
0.02425,  -0.2
0.02427,  -0.2
0.02426,  -0.3
0.02427,   0.1
0.02428,  -0.6
0.02428,  -0.0
0.02426,  -0.6
0.02426,   1.3
0.02426,  -0.8
0.02425,   0.3
0.02425,   0.8
0.02427,   0.3
0.02426,   0.0
0.02427,  -0.1
0.02425,   0.4
0.02426,  -0.6
0.02426,   0.1
0.02426,   0.7
0.02427,  -0.9
0.02427,  -0.1
0.02426,   0.1
0.02426,   0.1
0.02425,  -0.9
0.02426,   0.0
0.02426,  -0.0
0.02426,  -0.2
0.02426,  -1.0
0.02426,   0.1
0.02425,  -0.5
0.02426,   0.5
0.02428,  -0.7
0.02426,  -0.4
0.02428,   0.1
0.02428,   0.1
0.02425,   0.6
0.02426,  -0.0
0.02427,  -0.3
0.02427,   0.0
0.02428,  -0.6
0.02427,  -0.1
0.02426,   0.7
0.02427,   0.8
0.02426,   0.4
0.02427,  -0.2
0.02426,  -1.5
0.02425,  -0.2
0.02428,   0.1
0.02427,  -0.1
0.02427,  -0.5
0.02428,   0.6
0.02426,  -0.5
0.02428,  -1.0
0.02427,  -1.6
0.02426,   0.4
0.02427,  -0.2
0.02428,  -0.6
0.02426,  -0.0
0.02427,   0.1
0.02427,  -0.5
0.02429,  -0.6
0.02427,  -0.7
0.02428,   0.2
0.02429,  -0.4
0.02427,  -0.4
0.02428,  -0.5
0.02426,  -1.2
0.02427,  -1.7
0.02428,  -0.3
0.02427,  -1.2
0.02426,  -0.9
0.02426,  -0.5
0.02426,  -1.3
0.02425,  -0.6
0.02426,   0.7
0.02428,  -0.3
0.02426,  -0.4
0.02427,   0.7
0.02426,   0.4
0.02428,   1.1
0.02428,  -0.2
0.02426,   0.2
0.02426,  -0.1
0.02428,  -0.2
0.02427,  -0.4
0.02427,   0.2
0.02427,   0.3
0.02426,  -0.6
0.02426,  -0.4
0.02427,  -0.7
0.02426,  -0.4
0.02427,  -0.2
0.02428,  -0.6
0.02428,  -0.8
0.02427,  -0.1
0.02428,  -0.4
0.02429,  -0.4
0.02427,  -0.2
0.02428,  -1.0
0.02428,  -0.3
0.02426,  -0.6
0.02427,  -0.4
0.02426,  -0.7
0.02427,   0.7
0.02427,  -0.6
0.02429,   0.4
0.02426,  -1.0
0.02427,  -0.7
0.02427,   0.3
0.02429,   0.1
0.02427,  -0.2
0.02428,   0.5
0.02428,   0.2
0.02426,  -0.3
0.02426,  -0.6
0.02427,   0.3
0.02427,  -1.1
0.02427,  -0.4
0.02427,  -0.8
0.02427,  -0.3
0.02427,  -0.0
0.02427,  -1.1
0.02427,  -0.3
0.02428,  -0.7
0.02426,  -0.2
0.02427,  -0.9
0.02425,   0.0
0.02427,  -0.6
0.02428,   0.1
0.02428,   1.4
0.02427,   3.2
0.02428,   2.7
0.02428,   3.1
0.02428,   4.8
0.02427,   4.7
0.02427,   3.9
0.02428,   5.1
0.02429,   5.0
0.02427,   4.7
0.02428,   6.5
0.02427,   4.5
0.02428,   5.9
0.02426,   5.1
0.02428,   4.6
0.02429,   5.3
0.02429,   4.0
0.02428,   6.0
0.02431,   5.7
0.02428,   6.1
0.02432,   6.3
0.02430,   6.3
0.02430,   5.8
0.02430,   5.6
0.02430,   6.4
0.02431,   6.8
0.02429,   6.0
0.02428,   6.5
0.02431,   6.2
0.02431,   5.7
0.02429,   6.2
0.02429,   5.2
0.02430,   6.4
0.02429,   5.5
0.02431,   6.3
0.02429,   6.0
0.02431,   6.9
0.02429,   5.1
0.02430,   5.2
0.02431,   6.0
0.02431,   5.1
0.02430,   5.1
