1/28/2016,
12:25 PM,
Sampling Frequency:,10Hz 
Group:,TA
Extensometer:,E85191
Sample:,T0 Aluminum
Sample width [inch]:,0.494
Sample thickness [inch]:,0.119
--------,--------
,
Extensometer,Load
[Inches],[Lbs]
0.15651,805.7
0.15676,806.1
0.157,806.7
0.15723,808.2
0.15747,807.6
0.1577,808.9
0.15794,808.7
0.15817,807.2
0.15841,808.8
0.15864,808.2
0.15886,809.2
0.15911,808.2
0.15933,808.5
0.15958,809.2
0.1598,809
0.16003,810.5
0.16027,809.3
0.16051,809.5
0.16074,809.6
0.16098,809.7
0.16121,809.7
0.16143,810.4
0.16167,810.8
0.16188,810.3
0.16207,812.1
0.16227,811.6
0.16246,812.2
0.16263,811.7
0.16278,811.9
0.16294,811.6
0.16312,809.1
0.16337,807
0.16357,806.9
0.1638,807.4
0.16403,808.9
0.16426,809
0.16449,808.6
0.16473,809.5
0.16496,810.9
0.16521,809.8
0.16541,811
0.16566,810.6
0.16588,809.9
0.16612,809.6
0.16635,811.2
0.16655,811.2
0.16677,810.5
0.16701,810.7
0.16723,811.9
0.16745,812.4
0.16771,811.3
0.16793,811.8
0.16815,811.9
0.16838,811.6
0.16862,812.7
0.16885,812.8
0.16908,812.6
0.16929,811.4
0.16953,811.7
0.16975,811.7
0.16997,811.9
0.17022,812.5
0.17045,811.6
0.17067,813.2
0.17091,813.3
0.17113,813.8
0.17136,813.1
0.17159,813.9
0.17181,814.9
0.17206,813.9
0.17232,814.8
0.17253,815.1
0.17273,814.5
0.17291,814.6
0.17303,814.5
0.1731,815
0.17313,815
0.17317,816.5
0.17321,816.4
0.17325,816.6
0.1733,817.2
0.17335,818
0.17341,818.5
0.17346,818.4
0.17353,819.9
0.17359,820
0.17364,820.9
0.1737,820.5
0.17377,820.6
0.17394,817.5
0.17421,812.9
0.17443,812.8
0.17466,814.4
0.1749,814.5
0.17514,814.7
0.1754,814.2
0.17564,814.7
0.17589,814.6
0.17615,813.9
0.17638,815.1
0.17663,815.5
0.17684,815.3
0.17708,814.8
0.17731,815.1
0.17755,815.4
0.17776,815.2
0.17802,816.7
0.17825,815.6
0.17849,816.2
0.1787,816.2
0.17895,817.1
0.1792,816.3
0.17943,817.3
0.17965,817.8
0.1799,817
0.18013,817.8
0.18037,816.7
0.18061,816.9
0.18086,817.5
0.18108,818.4
0.18132,818.4
0.18155,818.3
0.1818,818.5
0.18204,818.7
0.18228,819.4
0.18251,818.8
0.18275,818.9
0.183,819.6
0.18323,819.1
0.18348,819
0.18373,819.2
0.18397,819.1
0.1842,818.2
0.18444,818.2
0.18471,818.6
0.18491,818
0.1851,816.8
0.18526,815.8
0.18534,814.5
0.1854,814.7
0.18543,815
0.18549,815.7
0.18551,817
0.18551,815.9
0.18552,814.4
0.18552,814.7
0.18555,815.7
0.18558,817.9
0.18559,821.1
0.18559,822.7
0.18563,823.4
0.18563,822.9
0.18569,822.8
0.18576,822.7
0.18588,824.4
0.18602,822.8
0.18616,823.5
0.18629,822.8
0.18644,823.7
0.18658,823.7
0.18673,824.7
0.18689,825.7
0.18708,824.3
0.18727,826.2
0.18748,825.7
0.18769,825.3
0.18791,826.2
0.18815,824.9
0.18837,825.3
0.1886,827
0.18884,826.3
0.18908,825.1
0.1893,824.7
0.18953,825.9
0.18977,825.3
0.19003,826.5
0.19026,826.4
0.19051,824.8
0.19075,825.2
0.19098,824.9
0.19123,824.1
0.19148,825.5
0.19173,824.1
0.19199,823.2
0.19224,823
0.19248,822.5
0.19274,823.8
0.193,823.5
0.19323,823.4
0.19349,822.9
0.19375,823.3
0.194,823.8
0.19423,823.3
0.19447,823
0.19472,821.5
0.19494,821.8
0.19519,821.2
0.1954,819.1
0.19566,820.2
0.19588,819.2
0.1961,819.2
0.19633,820.5
0.19654,821.1
0.19678,820.1
0.19702,821.2
0.19726,820.6
0.19753,820.1
0.19776,819.8
0.19801,818.8
0.19825,819.2
0.1985,819.3
0.19876,819.4
0.199,820
0.19926,818.6
0.1995,818.8
0.19975,818.7
0.20001,819.7
0.20024,819
0.20049,820.4
0.20074,819.2
0.20098,821
0.20121,820.2
0.20144,820.5
0.2017,821
0.20193,821.8
0.20218,820.8
0.20242,821.9
0.20266,820.9
0.2029,821.9
0.20315,821.4
0.20339,822
0.20364,821.1
0.2039,822
0.20415,822.4
0.2044,822.7
0.20467,823.4
0.20492,823.5
0.20518,823.6
0.20546,824.4
0.20569,824.4
0.20595,824.3
0.2062,823.9
0.20642,824.8
0.20665,824.3
0.20682,824.8
0.20697,824.3
0.20711,826
0.20724,826.4
0.20733,826
0.2074,826.4
0.20748,825.5
0.20755,826.8
0.2076,827.1
0.20767,827.4
0.20774,827.7
0.2078,827.9
0.20787,828.5
0.20791,828.2
0.20795,829.3
0.20799,829
0.20802,829.1
0.20804,828.7
0.20807,828.2
0.20809,830.3
0.2081,828.1
0.20813,829
0.20814,830.4
0.20816,832
0.20819,833.8
0.20822,835.9
0.20824,837.2
0.20826,837.2
0.20831,836.1
0.20835,838.5
0.20841,838.2
0.20851,836.7
0.20867,832.6
0.20885,832.3
0.20905,830
0.20927,830.5
0.20948,830.5
0.20971,829.9
0.20993,829.8
0.21016,829.8
0.21038,829.9
0.21059,830
0.21081,830
0.21104,829.9
0.21126,830.1
0.2115,830.8
0.21173,829.6
0.21198,828.9
0.21222,829.2
0.21247,828.2
0.21269,828.4
0.21295,828.1
0.21317,826.5
0.21342,827.1
0.21367,828
0.2139,828.2
0.21415,828.1
0.21442,827.2
0.21465,827.8
0.21492,828
0.21516,828.2
0.21544,827.5
0.21571,826.5
0.21593,827.5
0.2162,827.1
0.21645,827.9
0.2167,827.7
0.21694,828
0.2172,829.1
0.21747,828.3
0.21769,828.2
0.21795,830.2
0.2182,829.9
0.21843,830.1
0.2187,830.6
0.21894,829.7
0.21917,829
0.21943,829.1
0.21966,829.6
0.21989,829.4
0.22013,830.2
0.22038,831.3
0.22061,829.7
0.22087,830.3
0.2211,830.7
0.22132,829.8
0.22156,830.3
0.22181,829.7
0.22204,831.4
0.22227,831
0.2225,830
0.22274,831.4
0.22296,829.8
0.22323,831.1
0.22347,830.5
0.22371,831.6
0.22396,831
0.22422,830
0.22446,831.3
0.2247,831.9
0.22496,831.2
0.22519,831.1
0.22544,831.4
0.2257,831.2
0.22596,831.7
0.22619,831
0.22644,830.9
0.2267,830.8
0.22694,832.1
0.22718,831.7
0.22742,831.9
0.22766,831.7
0.22791,832.5
0.22816,832.3
0.22839,832.5
0.22864,832.7
0.22888,832.3
0.22913,833
0.22938,832.9
0.22963,832.8
0.22986,831.7
0.23012,832.3
0.23038,832.1
0.23063,832.7
0.23086,832.5
0.23112,832.2
0.23136,831.5
0.23162,832
0.23184,831.9
0.23207,831.1
0.23227,831
0.23244,832.1
0.23259,831.1
0.23273,831.3
0.23288,830.3
0.23299,830.8
0.23308,830.9
0.23315,830.4
0.23323,829.8
0.23332,831
0.23337,831.5
0.23343,832.2
0.23348,831.9
0.23351,832.3
0.23355,833
0.23362,834.8
0.23365,834.6
0.23371,835.1
0.23375,835.1
0.23381,836.5
0.23387,836.8
0.23395,837.3
0.23406,836.4
0.23417,837.6
0.23428,837.4
0.2344,837.8
0.23455,837
0.23471,837.2
0.23486,836.7
0.23503,836.8
0.23519,837.6
0.23538,836.6
0.23561,837.5
0.23581,836.6
0.23603,836.7
0.23626,836.7
0.2365,836.8
0.23674,836.7
0.23697,837.2
0.23724,837.3
0.23747,837.2
0.23771,837.5
0.23796,837
0.23821,836.8
0.23848,837.5
0.23873,837
0.23895,836.7
0.2392,837.1
0.23945,836
0.23969,836.9
0.23993,836
0.24017,837.1
0.24042,837.1
0.24066,837
0.24091,835.8
0.24113,836.8
0.24139,837.2
0.24161,836.7
0.24186,836.5
0.24211,836.9
0.24237,835.4
0.24261,836
0.24286,835.2
0.2431,835
0.24335,836.1
0.24361,834.7
0.24387,836.2
0.24413,835.8
0.24437,836.4
0.24462,835.5
0.24488,836.4
0.24512,836.2
0.24538,835.6
0.2456,835.3
0.24587,835.5
0.24612,836
0.24636,835
0.24661,833.7
0.24683,834.9
0.24709,834.4
0.24734,834.6
0.24759,833.6
0.24783,834.1
0.24809,833.9
0.24835,833.4
0.24859,832.8
0.24882,832.9
0.24904,833.8
0.24927,833.9
0.24949,832.7
0.24974,833.5
0.24998,833.6
0.25022,833.7
0.25049,833.3
0.25072,833
0.25096,834.1
0.2512,833.2
0.25148,833.3
0.25171,833.5
0.25196,832.9
0.25222,833.5
0.25245,833
0.25272,832.8
0.25297,832.9
0.25323,832.7
0.25349,832.8
0.25374,833.5
0.25401,833
0.25424,833
0.25449,834.4
0.25474,833.2
0.25499,833.3
0.25523,834.7
0.2555,833.8
0.25573,833.9
0.25597,834.8
0.25624,833.8
0.25647,835.2
0.25671,835.4
0.25695,835.3
0.25719,835.8
0.25742,834.7
0.25767,835.7
0.2579,835.4
0.25819,835.4
0.25843,835.1
0.25869,834.6
0.25894,834.4
0.2592,835.3
0.25943,835.4
0.25963,835.2
0.25983,834.5
0.25996,834.5
0.26007,834.4
0.26017,835.3
0.2602,836
0.26029,835.2
0.26037,834.4
0.26046,835.5
0.26058,836.2
0.26069,834.8
0.26079,835.1
0.26089,835.7
0.26098,836.7
0.26106,836.3
0.26114,836.8
0.26118,837.6
0.26126,838.1
0.26131,838.2
0.26136,839.1
0.26141,840.3
0.26146,839.7
0.26149,839.4
0.26156,839.4
0.26164,841
0.26172,841
0.26183,840.6
0.26195,841.3
0.26213,841.4
0.26233,840
0.2625,840.3
0.26273,838.7
0.26296,839.5
0.26318,839.8
0.2634,839.8
0.26364,839.9
0.26388,840
0.26411,838.7
0.26436,839.5
0.26461,839.7
0.26484,839.7
0.26509,838.9
0.26533,839.3
0.26558,839.1
0.26585,838.9
0.26608,839.1
0.26635,837.8
0.26658,838.2
0.26681,837.4
0.26706,838.6
0.26731,838.1
0.26756,837.8
0.26779,837.6
0.26807,837.8
0.26831,838
0.26853,837
0.2688,837.7
0.26903,837.9
0.26928,837.9
0.2695,838.2
0.26976,838.9
0.27002,838.6
0.27028,838.3
0.27052,838.6
0.27079,838
0.27102,837.5
0.27127,838.3
0.27152,837.8
0.27178,837.4
0.27203,838.3
0.27228,838.2
0.27254,838.7
0.27277,839
0.27301,838.2
0.27326,839.4
0.27351,838.7
0.27375,838.2
0.27398,838
0.27423,839.1
0.27446,839.1
0.2747,838.4
0.27495,839.1
0.27521,838.9
0.27546,839.9
0.27572,839.7
0.27595,839.2
0.27618,839.1
0.27643,839.2
0.27667,838.7
0.27692,839.4
0.27717,838.9
0.27741,839.8
0.27766,839.9
0.27791,838.7
0.27813,839.4
0.27837,839.7
0.27862,840.1
0.27885,839.6
0.27909,839.4
0.27934,839
0.27959,839
0.27984,839.4
0.28008,839.6
0.28034,840.2
0.28058,838.6
0.28084,838.9
0.28108,839.9
0.28133,839.5
0.28158,838.4
0.28183,839.4
0.28209,840.4
0.28234,839.4
0.28261,839.7
0.28285,841.2
0.28309,839.7
0.28334,839.1
0.28359,840.4
0.28381,840
0.28408,839.9
0.28434,841
0.28457,840.3
0.28482,840.2
0.28508,839.8
0.28531,840.6
0.28556,841.1
0.2858,841.1
0.28604,840.2
0.28628,840.9
0.28651,840.6
0.28678,841.1
0.287,840.2
0.28725,841
0.28748,841.4
0.28774,840.5
0.28801,840.3
0.28824,840.9
0.28849,841.1
0.28874,841.9
0.28897,841.8
0.28924,841.4
0.28948,840.8
0.28973,840.4
0.28999,841.2
0.29024,840.8
0.29048,841.6
0.29074,842.2
0.29099,841.4
0.29123,840.8
0.29148,841.1
0.29172,841.3
0.29194,841.4
0.29216,841.3
0.29235,841.3
0.29251,839.8
0.29268,840.7
0.29282,841.1
0.29297,841.1
0.2931,840.8
0.29324,840
0.29337,840.8
0.29344,840.3
0.29357,841.1
0.29367,841.1
0.29375,841.4
0.29386,841.1
0.29396,841.8
0.29404,842.9
0.29414,842.7
0.29422,842.4
0.29429,842
0.29436,843.1
0.29442,843.4
0.29449,842.3
0.29456,843.3
0.29463,844.1
0.29468,844
0.29473,845.1
0.2948,845
0.29486,845.6
0.29494,845.3
0.29501,845.5
0.29509,845.4
0.29518,844.9
0.29526,842.3
0.2953,843
0.29534,843.1
0.29536,843.5
0.2954,845.4
0.29546,847.5
0.29556,848
0.29571,845.2
0.29586,843.9
0.29603,844.1
0.29618,845.2
0.29638,843.6
0.29658,844.2
0.2968,843.8
0.29699,843.4
0.29721,844.7
0.29742,844.3
0.29764,844.3
0.29783,845.2
0.29804,844.1
0.29825,844.7
0.29846,843.7
0.29869,844.1
0.29889,843
0.29911,842.9
0.29932,843.9
0.29953,843.8
0.29975,844
0.29997,843
0.30019,843.5
0.30041,843.7
0.30063,843.7
0.30085,844.2
0.30106,843.2
0.3013,844
0.30152,843.8
0.30174,842.9
0.30197,842.6
0.30219,842.8
0.30242,843.4
0.30266,844
0.3029,844.4
0.30313,843.7
0.30337,843.2
0.30361,842.5
0.30384,842.9
0.30408,843.2
0.30432,842.3
0.30456,842.2
0.3048,842.5
0.30503,843.1
0.30526,842.1
0.30551,841.7
0.30573,842.1
0.30598,842.3
0.30622,843
0.30646,843.6
0.30671,841.5
0.30695,842.7
0.30719,843.2
0.30743,842.8
0.30765,842.6
0.3079,841.6
0.30815,842.1
0.30838,842.4
0.30866,841.5
0.3089,842.7
0.30915,842.5
0.30941,842.5
0.30964,843.9
0.30989,842.2
0.31014,842.4
0.31041,842.6
0.31063,842.4
0.31089,841.9
0.31114,842.7
0.31138,842.4
0.31164,842.6
0.31188,841.7
0.31213,841.4
0.31238,842.4
0.3126,841.7
0.31286,842.4
0.31309,841.6
0.31333,842
0.31358,842.1
0.31385,842.1
0.31408,841.7
0.31434,841.3
0.31458,841.4
0.31482,842.4
0.31506,841.1
0.31532,842
0.31555,842.2
0.31579,840.7
0.31605,841.4
0.31629,841.8
0.31654,840.9
0.31677,841.7
0.31704,841.5
0.31727,842.2
0.31753,841.9
0.31776,841.8
0.31802,841.8
0.31827,841.7
0.31852,842.2
0.31875,841.4
0.319,841.7
0.31924,840.8
0.31951,841.3
0.31974,841.3
0.31998,841.4
0.32023,841.3
0.32049,842.2
0.32073,842.7
0.32098,841.8
0.32124,842.5
0.32147,840.9
0.32172,841
0.32197,841.2
0.32222,843.7
0.32248,841.5
0.32271,841.9
0.32296,843.3
0.32319,842
0.32342,841.9
0.32368,841.8
0.32391,840.9
0.32418,842.1
0.32441,842.1
0.32466,842.5
0.3249,842.4
0.32517,841.8
0.3254,842
0.32565,841.4
0.32591,842.1
0.32618,842.1
0.32642,842.1
0.32668,843.5
0.32694,841.5
0.3272,842.8
0.32747,842.4
0.32773,842.6
0.32799,842.8
0.32823,841.3
0.32847,842.6
0.32869,842.3
0.32889,842.8
0.32906,843.9
0.32921,842.5
0.32934,842.8
0.32949,842.2
0.32959,844.1
0.32967,843.4
0.32977,843.4
0.32986,843.7
0.32997,843.1
0.33007,842.3
0.33018,843.8
0.33026,844.2
0.33037,844.4
0.33045,844.6
0.33052,843.8
0.33061,843.8
0.33067,844
0.33075,844.8
0.33083,844.2
0.33089,845.1
0.33093,844.8
0.33098,844.2
0.33102,846.2
0.33106,844.8
0.33109,845.8
0.33112,845.8
0.33114,846.3
0.33115,848.2
0.3312,849.3
0.33124,848.3
0.33129,849.3
0.33138,848.9
0.33149,847.9
0.33163,846.5
0.3318,847.5
0.33197,846.9
0.33217,846.6
0.33237,845
0.3326,846.4
0.33281,845.3
0.33303,845.7
0.33325,845.4
0.33348,844.9
0.33371,844.9
0.33395,844.7
0.33419,844.7
0.33443,844.5
0.33467,845.2
0.33492,844.4
0.33517,844.7
0.33541,844.5
0.33566,844.2
0.33591,843.9
0.33616,844.9
0.33642,844.7
0.33667,844
0.33689,845.1
0.33714,844.4
0.33738,845.5
0.33764,844.5
0.33789,844.8
0.33814,844.4
0.33839,844.7
0.33863,844.6
0.33888,843
0.33911,844.1
0.33938,844
0.33961,843.5
0.33987,843.7
0.34011,843.5
0.34038,844.6
0.3406,844
0.34086,844
0.34111,843.2
0.34136,844.3
0.34159,843.9
0.34184,844.6
0.3421,844.3
0.34234,843.4
0.34257,844.3
0.34285,843.7
0.34309,843.5
0.34334,844
0.34359,843.6
0.34385,845.4
0.34408,844.9
0.34434,844.4
0.34457,846.1
0.34483,844.3
0.34509,844.4
0.34534,843.7
0.34557,844.1
0.34583,845
0.34608,844.1
0.34632,844.4
0.34654,844.3
0.3468,844.3
0.34706,845.1
0.34732,845.1
0.34756,844.7
0.34779,845
0.34804,844.7
0.3483,845.4
0.34855,844.5
0.34879,845
0.34904,845.5
0.34928,845.6
0.34951,844.5
0.34978,844.8
0.35004,845.7
0.35028,845
0.35052,845.3
0.35078,844.5
0.35101,844.4
0.35124,844.7
0.3515,844.9
0.35174,845.1
0.35199,845.8
0.35223,845.6
0.35247,845.3
0.35271,846.1
0.35296,845.3
0.35323,845.8
0.35347,845.9
0.35371,844.9
0.35398,844.8
0.35425,845.6
0.35447,845.9
0.35475,846
0.35498,845.5
0.35525,846.3
0.35548,844.5
0.35574,845.1
0.35599,845.9
0.35623,845.7
0.35649,845.1
0.35673,845.5
0.35699,845.2
0.35723,845.4
0.35749,846.1
0.35773,845.4
0.35796,844.8
0.35821,845.5
0.35845,846
0.3587,845.8
0.35895,845
0.3592,845.4
0.35944,845.5
0.3597,845.5
0.35993,845.7
0.36019,844.9
0.36042,845.9
0.36069,846.1
0.36093,845.1
0.36118,844.7
0.36142,845
0.36168,845.5
0.36192,845.7
0.36217,846.2
0.36242,846.6
0.36266,845.5
0.36293,845.9
0.36316,845.7
0.36342,845.2
0.36364,844.4
0.36391,846.9
0.36414,845.2
0.36439,846.3
0.36463,846.6
0.36489,845.4
0.36512,845.4
0.36538,846.3
0.36562,845.9
0.36589,845.7
0.36611,846.3
0.36637,845.5
0.36659,846.8
0.36683,845.1
0.36707,845.8
0.36732,844.8
0.36755,846.2
0.3678,846.7
0.36805,845.3
0.36829,845.9
0.36854,845.6
0.36879,846.1
0.36903,846.2
0.36926,846.1
0.36953,846
0.36978,845.5
0.37002,845
0.37026,845.5
0.37051,846.9
0.37074,845.9
0.37098,846
0.37123,847
0.37146,846.7
0.37172,846.6
0.37196,846.3
0.37221,846
0.37246,846.5
0.37266,846.3
0.37289,846
0.37311,846.7
0.3733,846.9
0.37349,846.3
0.37368,845.6
0.37387,846.4
0.37402,845.5
0.37416,846.4
0.37432,846.6
0.37447,845.4
0.37462,846.8
0.37475,847
0.3749,846.5
0.37503,846.9
0.37515,846.5
0.37527,846.8
0.37541,847.7
0.37553,848.2
0.37565,848.2
0.37579,847.5
0.37591,848.7
0.37603,846.9
0.37614,847.8
0.37628,849.3
0.37639,848.2
0.3765,849.1
0.37661,848.1
0.37674,849.2
0.37689,848.7
0.37703,848.3
0.37719,848
0.37734,848.7
0.37755,848.4
0.37775,847.9
0.37796,847.7
0.37816,847.4
0.37841,847.9
0.37863,847.7
0.37885,847.3
0.37909,847.2
0.37934,846.7
0.37957,846.6
0.37982,846.9
0.38006,846.7
0.38029,846.4
0.38053,846.9
0.38078,847.4
0.38104,846.2
0.38129,847.2
0.38153,847
0.38177,846.8
0.382,846.2
0.38225,847.2
0.38251,847
0.38273,846.3
0.38297,847
0.38322,846.5
0.38345,845.4
0.3837,845.9
0.38395,845.9
0.38421,846.3
0.38446,846.1
0.3847,846.8
0.38493,846.3
0.3852,846.9
0.38546,846.7
0.38568,847
0.38594,845.9
0.3862,845.7
0.38642,846.3
0.38666,846.4
0.38693,846.1
0.38717,845.9
0.38742,847.4
0.38765,846.9
0.3879,845.7
0.38814,846.3
0.38839,845.6
0.38864,844.4
0.38889,845.9
0.38914,846.4
0.3894,844.8
0.38964,847
0.38986,844.7
0.39013,845.7
0.39037,846.5
0.39061,846.1
0.39085,845.4
0.3911,846.2
0.39136,846.1
0.39158,845.2
0.39183,846
0.39208,845.5
0.39234,845.3
0.39258,846.3
0.39282,845
0.39308,845.9
0.39333,844.9
0.39355,845.3
0.39378,845
0.39404,845.6
0.3943,845
0.39453,844.5
0.39477,845
0.39505,844.2
0.39527,844.9
0.39553,844.8
0.39576,845.7
0.396,845
0.39623,845.9
0.3965,845.7
0.39674,845
0.39696,846.1
0.39721,846.4
0.39746,845.7
0.3977,845.4
0.39792,846.1
0.39818,845.6
0.39843,846.4
0.39867,845.6
0.39893,847
0.39918,845.7
0.39942,845.2
0.39966,845.3
0.39991,844.6
0.40016,844.8
0.40041,845.6
0.40065,846
0.40089,844.3
0.40114,845.5
0.4014,845.5
0.40166,845
0.40189,845.1
0.40216,845.2
0.40239,843.8
0.40264,845.2
0.4029,845.8
0.40314,846.5
0.40339,845.8
0.40363,845.8
0.40388,845.8
0.40413,845.1
0.40436,845.5
0.4046,846.8
0.40485,846
0.40511,846
0.40537,846.2
0.40561,845.2
0.40584,845.2
0.4061,845.2
0.40634,845.2
0.40659,845.9
0.40685,846.4
0.40711,846.1
0.40735,845.9
0.40761,847
0.40784,845.9
0.40811,846.4
0.40836,845.1
0.4086,845.4
0.40887,845.7
0.40912,846.9
0.40935,846
0.40959,846.2
0.40985,845.1
0.41009,846.2
0.41033,846.3
0.41058,846
0.41082,846.7
0.41106,845.2
0.41133,846
0.41158,845.7
0.4118,844.6
0.41206,845.4
0.41229,845.6
0.41253,845.2
0.41277,845.8
0.41302,846.2
0.41327,846.5
0.4135,845.7
0.41374,845.3
0.41398,846.8
0.41424,846.5
0.41449,845.3
0.41472,845.6
0.41496,844.5
0.41521,846.4
0.41547,846.3
0.41571,846.1
0.41597,845
0.4162,845.4
0.41645,846.1
0.4167,845.2
0.41693,845.5
0.41717,845.3
0.4174,844.8
0.41765,845.9
0.41792,844.7
0.41817,845
0.41841,846.5
0.41864,846.7
0.41889,845.8
0.41913,845.5
0.4194,846.7
0.41964,845.6
0.41986,846.7
0.42012,846.7
0.42035,846.1
0.42059,846.3
0.42085,846.6
0.42109,846.2
0.42133,845
0.42158,846
0.42182,845.3
0.42208,845.7
0.42234,845.4
0.42257,846.6
0.42282,847
0.42305,846.8
0.42332,846.6
0.42356,846.2
0.42381,846.5
0.42407,846.5
0.42431,846.3
0.42457,846.5
0.42482,847
0.42509,846.1
0.42534,846.9
0.42556,847
0.42583,846.2
0.42607,846.8
0.4263,847.5
0.42653,846.5
0.42676,847.4
0.42698,846.6
0.42717,847.8
0.42736,847.5
0.42756,847.6
0.42773,847.3
0.42792,846.8
0.4281,848.1
0.42826,847.1
0.42844,848.3
0.42861,847.3
0.4287,847.9
0.42884,847.6
0.42899,847.2
0.42913,848.4
0.42929,847.7
0.42943,847.9
0.4296,848.7
0.42975,847.9
0.42991,848.6
0.43007,848.4
0.43024,847.3
0.43041,848.4
0.43061,847.5
0.43081,848
0.43101,847.2
0.43123,847.4
0.43145,847.6
0.43165,846.9
0.4319,847.7
0.43213,846.1
0.43236,846.1
0.43261,845.9
0.43285,844.8
0.4331,845.7
0.43333,845.5
0.43358,846.2
0.43381,845.4
0.43403,845.5
0.43431,844.4
0.43454,845.8
0.43479,845.7
0.43504,844.7
0.43527,844.3
0.43552,845.4
0.43578,845.3
0.43602,845.3
0.43627,845.3
0.4365,844.7
0.43676,844.9
0.437,844.8
0.43726,843.5
0.4375,844.5
0.43776,844.6
0.43799,845.8
0.43824,844.7
0.43848,845.1
0.43873,844.7
0.43899,845.2
0.43924,844.6
0.43948,844.1
0.43972,844.8
0.43996,845.4
0.4402,843.8
0.44045,845.3
0.44069,844.5
0.44094,845.3
0.44118,844.8
0.44143,843.9
0.44167,845.3
0.4419,844.7
0.44214,844.2
0.4424,844.3
0.44264,845.4
0.44288,845.3
0.44313,845.2
0.44336,845.1
0.44361,844.6
0.44389,844.3
0.44412,843.5
0.44436,844.1
0.44462,844.6
0.44486,843.9
0.44509,845
0.44534,845.4
0.44559,843.9
0.44583,844.5
0.44609,843.9
0.44633,844.8
0.44657,844.7
0.44681,844.7
0.44706,844.3
0.4473,845.1
0.44758,843.4
0.44779,845.5
0.44805,844.4
0.4483,845.1
0.44855,844.9
0.44878,845.5
0.44902,844.2
0.44928,844.3
0.44952,844.8
0.44975,843.9
0.45,845.2
0.45025,844.5
0.4505,844.2
0.45073,844.8
0.45099,844.5
0.45125,845
0.45147,844.6
0.45174,844.7
0.45198,844.5
0.45221,844.5
0.45246,844
0.45271,845.1
0.45295,845.3
0.45321,844.4
0.45344,845
0.45368,844.8
0.45393,844.4
0.45418,844.5
0.45442,844.6
0.45469,844.8
0.45493,844
0.45518,844.5
0.45541,844
0.45568,845.1
0.45592,844.2
0.45616,844.5
0.45642,844.5
0.45665,844.9
0.45691,845.1
0.45716,843.9
0.4574,844.5
0.45764,844.1
0.45789,844.5
0.45815,844.1
0.45839,843.8
0.45863,844.5
0.45888,843.7
0.4591,843.9
0.45935,843.8
0.45958,843.9
0.45983,843
0.46007,844.1
0.46032,845.1
0.46056,843.8
0.46082,843.8
0.46108,844
0.46133,843.9
0.46157,842.8
0.46182,843.5
0.46206,843.9
0.46232,843.8
0.46256,844.2
0.46281,844.1
0.46305,842.8
0.46332,843.1
0.46357,843.5
0.46382,843.1
0.46405,843.7
0.46431,842.9
0.46454,843.6
0.46478,842.6
0.465,843
0.46526,842.1
0.46551,843.4
0.46573,842.7
0.46598,842.4
0.46624,842
0.4665,842.5
0.46673,842.2
0.46697,841.8
0.46724,840.9
0.46749,841.4
0.46773,841.3
0.46797,841.9
0.46822,842.6
0.46848,840.7
0.46873,841.3
0.46898,841.8
0.46922,841.9
0.46946,842.5
0.46972,842
0.46996,840.8
0.47021,840.8
0.47047,839.9
0.47072,840.8
0.47096,841
0.47121,840.5
0.47145,840.9
0.47171,841.1
0.47196,840.4
0.47221,839.8
0.47246,840.2
0.47272,840.1
0.47296,840
0.47321,839.3
0.47345,840.6
0.47369,840.2
0.47396,839.8
0.47419,839.8
0.47443,838.8
0.47468,840.6
0.47493,840.9
0.47518,839.7
0.47542,838.6
0.47565,840.1
0.47591,839.2
0.47616,839.4
0.47642,839.3
0.47666,838.9
0.47691,838.9
0.47715,839.1
0.47741,838.3
0.47766,838.7
0.47791,838.9
0.47815,839.1
0.47839,838.7
0.47864,838.4
0.47888,839.5
0.47912,839
0.47936,837.6
0.47962,837.9
0.47988,837.7
0.48013,837.7
0.48036,837.2
0.48059,836.8
0.48084,836.8
0.48108,837.2
0.48133,837.4
0.4816,837.4
0.48182,837.5
0.48208,836.6
0.48232,836.5
0.48257,837
0.48283,837.1
0.48306,836.5
0.48332,836
0.48357,836
0.48381,836.3
0.48407,836.4
0.48428,837.1
0.48456,835.5
0.4848,836.1
0.48504,835.9
0.48529,834.8
0.48554,835.8
0.4858,835.7
0.48605,835
0.4863,835.2
0.48656,835.6
0.4868,836
0.48705,835.3
0.4873,834.7
0.48753,834.2
0.48778,834
0.48804,833.5
0.48827,833.3
0.48851,834.6
0.48876,834
0.48901,834.2
0.48926,834
0.48952,833.3
0.48976,833.7
0.49001,833.8
0.49026,833
0.4905,833.7
0.49075,832.4
0.49099,833
0.49124,832.3
0.49149,832.4
0.49175,832.8
0.49202,832.5
0.49226,831.4
0.49249,832
0.49273,832.6
0.49299,831.2
0.49321,832.2
0.49346,831.7
0.49373,832.4
0.49396,832
0.49422,830.8
0.49445,830.3
0.4947,831
0.49494,830.8
0.49517,830.4
0.49542,830.5
0.49567,830
0.49591,830.7
0.49615,830
0.49642,829.7
0.49665,829.9
0.49691,829.1
0.49718,829.7
0.49741,828.2
0.49769,829.2
0.49792,829
0.49815,828.9
0.49843,828.7
0.49866,829.1
0.4989,828.6
0.49916,827.4
0.49941,827.9
0.49967,827
0.49989,828
0.50014,828.3
0.50039,826.7
0.50064,827.4
0.50089,826.1
0.50114,825.8
0.50139,826.9
